DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2024-05-09 08:08:12,10,10,0,1023.3,1.676,5,4348,21740,0,0,165.5,515.4
2024-05-09 08:08:14,0,10,0,1490.7,2.83,5,4348,21740,0,0,651.9,1008.2
